CountyId,State_x,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,ConstCarpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,FIPS,State_y
48431,Texas,Sterling County,1139,608,531,40.8,57.4,0.3,0,0,0,757,50000,13092,25675,4446,17,37.1,32.2,15.1,23.3,10.3,19,77.4,0.6,0,1,9.4,11.6,21,515,61.9,23.5,14.6,0,2.6,48431,TX
48433,Texas,Stonewall County,1084,555,529,22.7,72.6,3.5,0,0,0,823,46786,13949,28063,4263,13.9,20.1,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0,0,1.8,1.6,17.7,442,54.3,30.5,13.1,2,2.4,48433,TX
48435,Texas,Sutton County,3894,2127,1767,59.4,39.2,0.1,0,0,1,2658,60996,5615,31603,4027,6.5,5.5,31.6,13,18.6,19.6,17.2,84.3,9.6,0,1.4,0.4,4.3,19.7,1827,75,13.7,11.1,0.2,5.9,48435,TX
48437,Texas,Swisher County,7541,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,5179,37883,4612,18878,2348,22.2,30.8,30.3,19.2,22,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704,72.1,15.3,12.5,0,5.9,48437,TX
48439,Texas,Tarrant County,1983675,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,1270469,62532,457,30857,257,13.5,19.4,36.6,16.2,25.2,9,13,82.5,10.2,0.6,1.2,1.2,4.3,27,974947,83,11.3,5.6,0.1,5.4,48439,TX
48441,Texas,Taylor County,135371,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,98253,49161,2217,25419,673,16.1,20.6,30.6,22.3,25,11.5,10.6,81.1,10.3,0.6,2.2,1,4.8,16.9,62872,78,15.7,6,0.2,4.4,48441,TX
48443,Texas,Terrell County,721,357,364,56.3,33.1,3.2,0.7,0,0,546,26063,5567,21204,4392,17.1,14,33.1,25,10.8,12.3,18.8,83.8,4.6,0,1.5,0,10,30,260,50.4,29.2,20.4,0,6.8,48443,TX
48445,Texas,Terry County,12755,6753,6002,53.8,40.8,4.6,0.2,0,0,8567,42441,5680,21938,3713,13.7,21.1,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556,74.8,17.2,8,0,9.4,48445,TX
48447,Texas,Throckmorton County,1541,705,836,15.8,82.5,0.1,0,0.3,0,1218,37279,7356,27732,4961,17.1,19.6,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,661,65.4,19.5,15.1,0,5.2,48447,TX
48449,Texas,Titus County,32664,16055,16609,42.1,46.3,9.1,0.2,0.8,0,18900,46980,2674,21090,1364,19.3,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1,48449,TX
48451,Texas,Tom Green County,116906,57848,59058,38.8,54.3,4,0.2,1.1,0,85961,49662,2089,27513,1193,12.9,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7,0.1,3.8,48451,TX
48453,Texas,Travis County,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0,783460,68350,751,38820,418,13.9,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5,48453,TX
48455,Texas,Trinity County,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0,11188,37398,3180,20369,1260,18.4,30,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2,48455,TX
48457,Texas,Tyler County,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0,17064,44396,4682,21172,1438,15.8,23.8,23.6,21,22.5,16.8,16.1,83.3,7.5,0,1,3.1,5,35.7,6746,77.7,17.9,4.2,0.2,9.5,48457,TX
48459,Texas,Upshur County,40506,20035,20471,8.1,80.7,8.9,0.7,0.2,0,29790,48796,2647,24088,1297,13.8,20.3,29.1,15.6,25.2,13.1,17,83.5,10.3,0.2,0.7,1.3,4,27.8,16720,80.1,12.4,7.2,0.3,8.3,48459,TX
48461,Texas,Upton County,3575,1747,1828,49.7,43,6.7,0.1,0.3,0,2290,52750,5566,25290,3206,18,24,27.4,12.3,18.5,24.3,17.5,86.1,8.3,0.4,1.3,1.2,2.7,20.9,1398,69.7,22.5,7.8,0,1.1,48461,TX
48463,Texas,Uvalde County,27015,13188,13827,70.9,27.1,0.1,0.4,1,0,17424,40781,3100,19146,921,17.9,27.7,24.1,22.3,22,18.2,13.4,84.4,10.2,0,1.1,1.4,2.9,18.5,11605,70.6,20.6,8.8,0,5.9,48463,TX
48465,Texas,Val Verde County,48976,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1,28860,44609,2594,20160,1240,20.9,27.1,25.5,21.5,23.1,15.2,14.7,76.9,12.8,0.4,3,3.4,3.5,19,18667,68,26.4,5.5,0.1,6.6,48465,TX
48467,Texas,Van Zandt County,53607,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1,39666,50061,2093,25394,1208,14.2,20.3,30,19.8,22.7,14.6,13,80.5,11.4,0.1,1,0.8,6.4,34.4,22384,74.5,15,10.3,0.3,5.9,48467,TX
48469,Texas,Victoria County,91518,44790,46728,46,45.4,5.8,0.1,1.1,0,64245,55740,2218,28181,1001,14.8,20.8,30,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20,43077,80.5,11.4,7.8,0.3,5.1,48469,TX
48471,Texas,Walker County,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0,56277,41456,1745,17194,1111,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82,8.6,0.1,3.9,1.6,3.8,25.8,24044,60.9,35,3.9,0.2,3.4,48471,TX
48473,Texas,Waller County,48443,24209,24234,29.4,43,24.9,0.1,0.7,0,32066,53506,4971,23888,1274,18,25.1,26.5,21.5,25,14,13,78.7,10.8,0.9,3.9,1.4,4.4,30,21837,75.6,15.9,7.9,0.6,7.8,48473,TX
48475,Texas,Ward County,11498,5790,5708,52.2,41.4,4.8,0.6,0.3,0,7730,63333,5589,26860,2095,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0,1.5,3,4.1,21.7,4823,75.1,17.3,7.5,0.1,6.1,48475,TX
48477,Texas,Washington County,34667,17199,17468,15.5,64.5,17,0.3,1.8,0.1,25423,55793,4336,28517,2309,13.2,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1,0.9,3.5,21.5,14897,74,15.9,10.1,0,6.2,48477,TX
48479,Texas,Webb County,269624,131657,137967,95.5,3.5,0.3,0.1,0.5,0,130541,40442,1234,16316,420,31.5,42,26.2,22.9,28,10.2,12.7,81.4,11.9,1.1,1.7,1.2,2.7,21.7,102713,75.5,17.3,6.9,0.3,5.7,48479,TX
48481,Texas,Wharton County,41430,20355,21075,40.3,45.3,13.8,0.1,0.1,0,27899,50145,3208,25867,1856,17.5,29.2,25.4,19.3,21.1,17.6,16.5,84.4,11.7,0.4,0.5,0.3,2.7,23,18767,80.7,12.6,6.5,0.2,5.3,48481,TX
48483,Texas,Wheeler County,5599,2871,2728,26.5,68.3,2.7,0.1,0.1,0.2,3807,50910,3512,25809,1877,19.2,31.7,25.5,19.6,21.2,21.6,12,86.9,7.1,0,2.6,1.5,1.9,18.4,2551,68.8,21,10,0.2,5.6,48483,TX
48485,Texas,Wichita County,131778,68339,63439,18.5,66.1,9.9,0.6,2,0,96973,45776,1140,23263,604,18.9,26.6,33.2,20.7,23.8,10.4,11.9,77,8.6,0.8,7.6,2,4,15.4,55552,74.3,19.9,5.4,0.4,4.8,48485,TX
48487,Texas,Wilbarger County,12972,6415,6557,28.6,59.4,8,0.7,0.9,0,9694,43913,4945,21938,1657,16.5,22.6,26.5,24.7,22.3,11.4,15,75.7,20.5,0,1.7,1.3,0.8,11.5,6329,67.8,24.9,6.9,0.4,5.8,48487,TX
48489,Texas,Willacy County,21839,11821,10018,88,11.1,0.7,0,0.1,0,14146,29104,2657,13369,863,35.6,49.5,21.5,24.6,22.6,18.8,12.5,86.5,5.3,0,4.9,0.5,2.8,22.7,6415,66.8,21.3,11.8,0.1,14.5,48489,TX
48491,Texas,Williamson County,508313,250106,258207,24.1,60.9,6,0.2,6,0.1,342928,79123,1440,34575,386,7,8.4,45.6,13.9,25.4,7.4,7.7,80.3,9.1,0.8,0.9,1.2,7.7,27.9,254840,79,14.5,6.4,0.1,4.8,48491,TX
48493,Texas,Wilson County,47205,23703,23502,39.2,57.7,1.3,0.2,0.3,0.1,34562,71942,4350,29862,1049,10.2,12.8,31.8,16.4,25.2,14.2,12.4,80.7,10.8,0,1.1,1,6.4,34.5,21002,73.3,18,8.6,0.1,6,48493,TX
48495,Texas,Winkler County,7777,3968,3809,59.4,36.9,2.3,0.9,0,0,4689,55000,12087,23483,2007,17.9,22.6,23.5,15.7,20,19.4,21.4,82.2,13.1,0,1.5,0.7,2.5,19.2,3267,80.3,15.1,4.6,0,4.1,48495,TX
48497,Texas,Wise County,63247,31766,31481,18.8,77.5,1.2,0.4,0.5,0.2,44333,59081,2722,27447,1009,13,20.4,29.6,15,24,14.3,17.1,82.2,10.1,0.1,1,0.9,5.7,32.1,27736,78,13.7,8,0.2,6,48497,TX
48499,Texas,Wood County,43315,21523,21792,9.6,83.2,5.5,0.6,0.1,0.1,33979,48038,3129,25955,1664,13.3,22,28.7,16.7,25,15.5,14.1,80.6,10,0.3,2.5,1,5.6,30.2,15960,78.4,14.1,7.1,0.4,7.8,48499,TX
48501,Texas,Yoakum County,8481,4286,4195,65,33.2,0,0.2,0,0,4432,62500,8792,23681,2553,12.3,14.6,21.8,16.9,19.2,27.8,14.4,78,16.8,0,3.7,0.2,1.3,16.2,3755,71.7,17.5,10.7,0.1,7.5,48501,TX
48503,Texas,Young County,18166,8922,9244,18.1,78.8,1.5,0.5,0.4,0,13070,46351,3907,25661,2290,16.5,25.9,31.5,17.8,21.9,15.1,13.7,83,9,0,0.6,1.4,6.1,15.3,8248,69.8,17.1,11.9,1.2,4.5,48503,TX
48505,Texas,Zapata County,14415,7190,7225,94.1,5.2,0,0,0.7,0,6586,34550,6700,17817,3167,34.1,48,17.7,30.4,14.9,16.8,20.2,69.2,23.8,0,4.4,0.6,2,18.2,5146,66,21,12.6,0.4,12.4,48505,TX
48507,Texas,Zavala County,12152,6163,5989,93.6,5.4,0.5,0.1,0,0,8053,25988,5009,13105,1562,36.2,56.3,29,24.3,14.7,16.7,15.3,80.5,7.4,0.4,2.1,4.2,5.4,13.7,4397,73.9,21.2,4.9,0.1,10.1,48507,TX
